Notetype,NoteTemplate,counts
Phone Encounter,TB Monthly LTBI Med Pickups,1
Progress Note,AH-Pregnancy Test Form,1
Progress Note,APC BCCCP/WW Nurse Visit,1
Progress Note,"Diarrhea, Chronic",1
Progress Note,APC Medication Sheet,1
Progress Note,BF - Well Child 7-8 years,1
Progress Note,BF - Well Child 5 Years,1
Progress Note,BF - Well Child 4 years,1
Progress Note,BF - Well Child 2 years,1
Progress Note,BF -  Well Child 15-17 Years,1
Progress Note,BCCCP-Breast Reporting Data,1
Progress Note,BCCCP Cervical Entry Form 2018,1
Progress Note,BCCCP 6 month F/U visit,1
Progress Note,Aorta Duplex EVAR,1
Progress Note,Animal Bite,1
Progress Note,Anemia New Diagnosis,1
Progress Note,Allergic Rhinitis Follow up,1
Progress Note,Advanced,1
Progress Note,BFTK PROBLEM VISIT 2019,1
Progress Note,BH Progress Note,1
Progress Note,APC-Well Male Exam BCHD,1
Progress Note,BREAST EXAM,1
Progress Note,BS,1
Progress Note,APC Nurse Screening,1
Phone Encounter,TB Medications,1
Phone Encounter,SCHD A Blank SOAP NOTE,1
Phone Encounter,PC - Est Pedi Office Visit,1
Phone Encounter,Nurses Note,1
Phone Encounter,BCCCP-Cervical Screen Data 23,1
Progress Note,Covid-19 Testing Form,1
Progress Note,CureMD Test,1
Progress Note,DCHD - CC4C Referral Form,1
Phone Encounter,BCCCP Visit WCHD,1
Phone Encounter,Allergy Note,1
Phone Encounter,ASA Patient Progress Note,1
Progress Note,DEV BCCCP External Referral TZ,1
Progress Note,DEV BCCCP Provider Visit TZ,1
Progress Note,DEV HIV/STI Post Test TZ,1
Progress Note,DLH-Procedure,1
Progress Note,DME Brace,1
Progress Note,DNU BF 4 Mon,1
Progress Note,DP,1
Off-Service Note,Maternal Flow,1
Off-Service Note,FP FAMILY PLANNING PROBLEM,1
Off-Service Note,Discharge Summary MedSLP VOICE,1
Progress Note,Diabetic Teaching-FHD,1
Progress Note,Diaper Rash,1
Phone Encounter,BH Progress Note - Peds,1
Progress Note,Contraceptive Management,1
Phone Encounter,CD,1
Phone Encounter,FP Supply VIsit,1
Phone Encounter,Nurse Triage,1
Phone Encounter,Nurse Note,1
Phone Encounter,New Patient,1
Phone Encounter,LAB RESULTS,1
Phone Encounter,ID SW CLINIC,1
Phone Encounter,General Telephone Message,1
Phone Encounter,Gaffney Medical Patient,1
Phone Encounter,Follow Up,1
Phone Encounter,Diabetes Note,1
Progress Note,Condom Visit,1
Phone Encounter,Counseling Note,1
Phone Encounter,Contact Note Response,1
Progress Note,Chris Note Test ,1
Progress Note,Chronic Kidney Disease,1
Phone Encounter,CP - Progress Note,1
Progress Note,Closing Summary,1
Phone Encounter,CH Visit,1
Phone Encounter,CD - STD Exam and Tx,1
H&P Note,Follow Up,1
H&P Note,FP Female Exam,1
H&P Note,FP - IUD check,1
Adult Health,CC-OMH Initial Visit,1
Admit Note,zzzOBOT-APC-WELL MALE EXAM-NEW,1
Progress Note,SHC - Quick Visit,1
Progress Note,SI Joint,1
Progress Note,ST-Treatment,1
Admit Note,zz test,1
Admit Note,ZZZ-FP - Prescription note,1
Admit Note,ZZZ SCHD BBP Exposure Note,1
Admit Note,ZWell Child 2/h Year V 2019,1
Admit Note,ZWell Child 1 month visit 2019,1
Admit Note,ZSCHD COVID Testing Note,1
Admit Note,ZBFTK PROBLEM VISIT 2019,1
Admit Note,Z-STD Encounter - Form 2808,1
Progress Note,Staple Removal,1
Admit Note,Z-Child Visit 3-5days 2019,1
Admit Note,Well child 4month Visit 2019,1
Admit Note,Well child 2month visit 2019,1
Admit Note,Well Child 9 /10 yr visit 2019,1
Progress Note,TB EPI RECORD PT 2 F/U,1
Admit Note,Well Child 7/8 year Visit 2019,1
Admit Note,zzzzOBOT-APC-WELL WOMAN EXAM,1
Adult Health,Phone Encounter,1
BH Note,BH Coaching,1
Adult Health ,Nurses Note,1
BH  Case Manager Visit,zzBH - Case Manager ,1
Progress Note,PrimCare - School PE,1
Progress Note,Psychiatric Evaluation,1
Progress Note,RCPH FP Male Flow 2814M,1
Progress Note,RCPH Nexplanon Removal,1
Progress Note,RCPH Phone Encounter,1
BF 3 Year Visit,BF - 3 Year Visit - Clay,1
BF 18 Month Visit,BF - 18 Month Visit - Clay,1
Progress Note,RSMC  ART 020 Cycle Sheet,1
BF 15 to 21 Year Visit,BF - 15-21 Year Visit - Clay,1
Progress Note,Return OB - Flow Note,1
Progress Note,SA Assessment,1
Progress Note,SCHD A Blank SOAP NOTE,1
Progress Note,SCHD BF Well Child 2 1/2 years,1
Progress Note,SCHD BF Well Child 2 Month,1
BCCCP Note,Blank Note,1
BCCCP Follow Up,BCCCP-Cervical Screen Data,1
BCCCP,Phone Encounter,1
Adult Physical,CCHD Pre-employment Physical,1
Admit Note,Well Child 6 Month Visit 2019,1
Progress Note,TB FINAL ASSESSMENT-CHILD,1
Admit Note,WYA 18 through 21yr Vst 2019,1
Admit Note,WBF - WCC 10 yr visit 2019,1
Admit Note,Pill count,1
Progress Note,WCC 15 Months-BF,1
Progress Note,WCC 3 Years- BF,1
Progress Note,WCC 8 Years-BF,1
Admit Note,OBCM Encounter Note,1
Admit Note,New Maternity - Parts A-D,1
Admit Note,Maternal New Admission,1
Progress Note,Well Child 2 month visit 2019,1
Progress Note,Well Child 2year Visit 2019,1
Admit Note,MH New Maternity Provider,1
Progress Note,Wiliam Galloway,1
Admit Note,MEDICATION REFILL ONLY,1
Progress Note,Wise Woman Visit,1
Admit Note,Lab Only-RPM Employee/Family,1
Progress Note,ZBCCCP-Breast Screening Data,1
Progress Note,ZBF - CH Visit,1
Admit Note,Infant Assessment 0-12 months,1
Admit Note,ID Clinic,1
Admit Note,Home Visit,1
Progress Note,Visual Changes,1
Progress Note,Urinary Incontinence,1
Admit Note,Psych Intake 2,1
Admit Note,SCHD BF Well Child 18 Months,1
Admit Note,WASH - Refill Request Note,1
Admit Note,Test Note Template,1
Admit Note,Test Note,1
Admit Note,TEST123,1
Admit Note,TB Skin Test,1
Admit Note,STI Screening Note,1
Admit Note,STI Form 2808,1
Admit Note,SCHD FP Limited Visit,1
Progress Note,Test FP Flow,1
Admit Note,Psych Intake Note,1
Progress Note,Test Note,1
Progress Note,Test Results- LCHD,1
Progress Note,Test Template -VMS,1
Progress Note,Test Template to be Used,1
Admit Note,SCHD AH Visit Form,1
Progress Note,Tuberculosis Epidemiological Record,1
Admit Note,Random Drug Test,1
Admit Note,Psych-Assessment Note,1
Progress Note,Prenatal MNT,1
BH Note,DEV BHP Follow-Up,1
H&P Note,Cardiovascular Consultation Report,1
Family Planning,FP Mirena IUD Insertion- LCHD,1
Family Planning,FP Depo/Supply Visit,1
Family Planning,FP Contraceptive Visit- LCHD,1
FP Supply or Problem,Nexplanon Removal,1
Progress Note,MH - Maternity Return,1
FP Hx,Follow-up Note,1
Progress Note,MH - Pregnancy Home Risk Form,1
FP History ,FP- Female Flow 2814F /HX RPM,1
Progress Note,MH Lead Risk Assess SCHD,1
FP History ,FP Initial History Form,1
FP History ,FP Female Flow 2814F,1
Progress Note,MH Psychosocial Risk Screen,1
Progress Note,MH- EPDS,1
Progress Note,MH- Home Visit - Postnatal,1
Progress Note,MH- Pregnancy Home Risk ,1
FP History ,App St Case Hist for Audiology,1
FP Female Flow,Phone Encounter,1
FP Eval,FP Annual / PP Visit- LCHD,1
FP Annual PP,FP Evaluation Visit- LCHD,1
Encounter Note,LCHD 9-10yr BF Well Child,1
Family Planning,FP Female Flow 2814F,1
Family Planning,MO - Pregnancy Test Visit,1
BH Note,DEV MCPH Note Template Style,1
Family Planning,Request for Pregnancy Test,1
H&P Note,Adult Established Patient,1
H&P Note,Acne Note 1,1
H&P Note,Acne Note,1
H&P Note,Abdominal Pain New,1
H&P Note,AH Test,1
H&P Note,64 Testing Sheet,1
H&P Note,1Hand Surgery Initial,1
H&P Note,1- Intake Exam v14.2,1
Progress Note,Injection Visit,1
Progress Note,JCH PA Progress Note,1
H&P Note,'23 SHC New Pt Up Extrm w/ Exm,1
Progress Note,Jessica Suboxone f/u- Sanford,1
Progress Note,KINDERGARTEN ASSESSMENT,1
Progress Note,Komen CBE,1
Progress Note,LAB ORDER,1
General Note,WASH - Triage Note,1
General Note,Declination of Test/Procedure,1
Progress Note,Lacerations,1
Progress Note,Lead Pregnancy Risk Screening,1
Encounter Note,LCHD 4yr BF Well Child,1
Progress Note,Mat-HR Social Work Assessment,1
Progress Note,Mat. Psychosocial Risk Screen,1
E M Visit Established Patient,'23 NDR Spinal Disc,1
Progress Note,Oral Pain/Lesion,1
Child Health,CH-BF Well Child 15 Months,1
Progress Note,PC - CoCM Case Review,1
Child Health,CH-BF Well Child 1 Month,1
Progress Note,PHQ-9,1
CH Initial Hx,CH Initial Hx ,1
Progress Note,PPD,1
CD Note,Communicable Disease Note,1
Behavior Health,App St Case Hist Ped,1
Progress Note,Peggy C Easter,1
Behavior Health,App St Case His for Preschool,1
BH Office Visit ,Child-BH Intake,1
BH Office Visit,zzBH - Behavioral Health Visit,1
BH Office Visit,Phone Encounter2,1
BH Office Visit,BH Treatment Plan,1
BH Office Visit,BH - LCSW Return,1
Progress Note,Positive Pregnancy Test Note,1
BH Office Visit,BH,1
Progress Note,PrEP Provider Visit,1
Progress Note,Obesity,1
Progress Note,OT SOAP Note,1
Progress Note,OB Lab Results,1
Consultation Report,BHC Follow Up,1
Discharge,PT Discharge,1
Progress Note,Maternal PP Depression Screen,1
Dictation Note,Phone Encounter,1
Progress Note,Menopausal Symptoms,1
Progress Note,Moderate High Risk Referral,1
Consultation Report,STD Encounter - Form 2808,1
Progress Note,NCWW Screening DHHS 4049AB,1
Progress Note,New Maternity Update,1
Progress Note,BF - Well Child 9-10 years,1
Child Health,CH-BF Well Child 9 Months-LCHD,1
Consultation Report,ASA Patient Progress Note,1
Consultation Report,ABI,1
Combination Services,TB Screening Form ,1
Combination Services,TB Monthly Flow Sheet ,1
Combination Services,Lice Check,1
Clerical Note,Telephone Triage,1
Clerical Note,Phone Encounter,1
Clerical Note,Clerical Note,1
Progress Note,Newborn Weight Check - WCHD,1
