Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
Progress Note,PC  - New Pedi Office Visit,674,0.03489496,89.37184412,
Progress Note,CO - C-19 Mod Vaccine-2ND Dose,672,0.034791415,89.40663553,
MH Return Visit,MH Return Visit Note- LCHD,672,0.034791415,89.44142695,
CCM,CCM Note Patient Call,670,0.034687869,89.47611481,
Immunizations,CCHD Immunization Note,669,0.034636096,89.51075091,
Progress Note,BF - Well Child 02 Month,669,0.034636096,89.54538701,
Progress Note,BCCCP Visit. HCDPH,668,0.034584323,89.57997133,
Admit Note,PNR-Provider,666,0.034480777,89.61445211,
Progress Note,CHPE 7-10 years,666,0.034480777,89.64893288,
Child Health,BF-Well Child 5-6 years,661,0.034221912,89.68315479,
Progress Note,Jessica Follow-up Note Raleigh,657,0.034014821,89.71716961,
Progress Note,FP Limited Provider Note,657,0.034014821,89.75118444,
Progress Note,"MNT, Adult, follow-up",656,0.033963048,89.78514748,
Progress Note,BF Well Child 15-21yrs.,650,0.03365241,89.81879989,
Progress Note,Influenza Vaccine Form SCHD,649,0.033600637,89.85240053,
Progress Note,Maternal Initial Physical Exam,649,0.033600637,89.88600117,
Progress Note,FP Limited Visit SCHD,649,0.033600637,89.9196018,
Progress Note,ZBF WCC 5 to 6 Years old-NEW,647,0.033497091,89.9530989,
Progress Note,Adult Physical Note SCHD,646,0.033445318,89.98654421,
FP History ,FP 4060F-Female Health Hx,644,0.033341772,90.01988599,
Admit Note,FP Depo/Supply Visit,644,0.033341772,90.05322776,
Progress Note,FP Female Initial,641,0.033186454,90.08641421,
Maternal,Maternal Initial-Nurse Only,640,0.033134681,90.11954889,
Child Health,BF Well Child 15-21 yrs,637,0.032979362,90.15252825,
Case Management,Care Management,637,0.032979362,90.18550762,
Progress Note,OAS - Pregnancy Test Note,636,0.032927589,90.2184352,
Admit Note,SCHD BF Well Child PE,634,0.032824043,90.25125925,
Progress Note,Immunization Note - WCHD,633,0.03277227,90.28403152,
Progress Note,BF - Well Child  15-21yrs.,632,0.032720497,90.31675201,
Progress Note,Jessica Suboxone f/u- Raleigh,630,0.032616951,90.34936897,
Progress Note,BF - Well Child 01 Month,629,0.032565178,90.38193414,
Progress Note,ET-Expanded testing,623,0.032254541,90.41418868,
Admit Note,PC Comprehensive Note,620,0.032099222,90.44628791,
Progress Note,ZZZAPC- Follow up/Sick Visit ,617,0.031943903,90.47823181,
Therapeutic Injection Record,Therapeutic Injection Record,617,0.031943903,90.51017571,
Progress Note,BF-Well Child 15 Months,615,0.031840357,90.54201607,
Maternity Visit,zMH - New Maternity Visit,613,0.031736811,90.57375288,
MH Intake,ACOG- New Maternity,609,0.031529719,90.6052826,
Daily Treatment Note,'23 SHC Comb'd Proc Trmt,607,0.031426174,90.63670877,
Progress Note,Labs Only,607,0.031426174,90.66813495,
Progress Note,BF - Well Child 06 Months,602,0.031167309,90.69930226,
Phone Encounter,CD - STD Test Results -HBsAb,602,0.031167309,90.73046957,
Progress Note,Nexplanon Insertion,601,0.031115536,90.7615851,
Initial Evaluation,Neuropsych Eval,601,0.031115536,90.79270064,
Progress Note,DCHD GENERAL NURSE NOTE,601,0.031115536,90.82381617,
Admit Note,HCM - HandP,598,0.030960217,90.85477639,
Progress Note,Hep C Follow-Up,596,0.030856671,90.88563306,
Progress Note,Breast Screening Follow Up,593,0.030701352,90.91633441,
Progress Note,BCCCP Breast Cancer,592,0.03064958,90.94698399,
Progress Note,Makena/Rhogam Note,591,0.030597807,90.9775818,
Progress Note,BF - Well Child 04 Months,585,0.030287169,91.00786897,
Maternity Visit,MH - New OB History,581,0.030080077,91.03794905,
Progress Note,TB Screening Form,578,0.029924758,91.0678738,
Diagnostic Test,Diagnostic Test,577,0.029872985,91.09774679,
Progress Note,Pap Follow-up,575,0.02976944,91.12751623,
Progress Note,Nexplanon Removal,573,0.029665894,91.15718212,
Progress Note,Well Woman w/o Pap,571,0.029562348,91.18674447,
Progress Note,IUD Insertion,571,0.029562348,91.21630682,
Progress Note,FP Problem/ Express Visit,570,0.029510575,91.24581739,
Progress Note,ZBF-Well Child 11-14yrs,567,0.029355256,91.27517265,
Progress Note,Well Man,566,0.029303483,91.30447613,
Progress Note,Nurse Triage,565,0.02925171,91.33372784,
Progress Note,Flu Shot Only,559,0.028941073,91.36266892,
Progress Note,AH CDL/School/Job Physical,556,0.028785754,91.39145467,
TB Test Reading,TB Skin Test Reading- LCHD,555,0.028733981,91.42018865,
Progress Note,COVID Vaccine Only,554,0.028682208,91.44887086,
Progress Note,FP Pregnancy Test Care,554,0.028682208,91.47755307,
Progress Note,CHPE 5-6 Years,553,0.028630435,91.5061835,
Adult Health ,AH/BCCCP Annual,553,0.028630435,91.53481394,
Admit Note,COVID Mass Immunization Note,552,0.028578662,91.5633926,
Progress Note,Hearing Aid Consult / Purchase,551,0.028526889,91.59191949,
Progress Note,Diabetes 2,547,0.028319797,91.62023928,
Progress Note,COVID Evaluation,547,0.028319797,91.64855908,
MH Note,MH Sick Note,546,0.028268024,91.67682711,
Progress Note,Limited Physical SCHD,545,0.028216251,91.70504336,
Progress Note,MH New Maternity/Nurse,536,0.027750295,91.73279365,
Progress Note,ZBF-Well Child 5-6yrs.,534,0.027646749,91.7604404,
Progress Note,EIC Note Sheet,532,0.027543203,91.7879836,
Progress Note,SCHD TB Flow Sheet,531,0.02749143,91.81547503,
Progress Note,Flu and PPD,530,0.027439657,91.84291469,
Progress Note,BF - Well Child 09 Months,525,0.027180793,91.87009548,
Surgery Note,DLH-Procedure,523,0.027077247,91.89717273,
Progress Note,TB Skin Test Visit,523,0.027077247,91.92424998,
Progress Note,BH - Tele Nurse Note,521,0.026973701,91.95122368,
Admit Note,Covid-19 Testing Form,515,0.026663063,91.97788674,
Progress Note,BCCCP-Breast Screening Data 23,514,0.02661129,92.00449803,
Progress Note,FP Problem/ Supply Visit,508,0.026300653,92.03079869,
Progress Note,MH-Maternal Initial PE,508,0.026300653,92.05709934,
Phone Encounter,Phone Encounter Dr.Hamad,507,0.02624888,92.08334822,
Primary Care,LPC- Initial Visit- LCHD,504,0.026093561,92.10944178,
Maternal,Maternal Inital-Provider only,504,0.026093561,92.13553534,
Progress Note,CH - Well Child 11-14yrs,501,0.025938242,92.16147358,
H&P Note,MH - 2 New OB,500,0.025886469,92.18736005,
Progress Note,Psych- Therapy Note,497,0.02573115,92.2130912,
Progress Note,TB Work Form,497,0.02573115,92.23882235,
Progress Note,STD Treatment Only Visit,496,0.025679377,92.26450173,
Progress Note,COVID-19 Vaccine Note,493,0.025524059,92.29002579,
Admit Note,Immunization,488,0.025265194,92.31529098,
Progress Note,SCHD Medication Encounter,488,0.025265194,92.34055618,
Progress Note,TB FLOW SHEET,486,0.025161648,92.36571782,
Progress Note,MH New Maternity - HC,485,0.025109875,92.3908277,
Progress Note,Z-FP Female Flow 2814F,478,0.024747465,92.41557516,
Progress Note,CH Problem Visit WCHD,477,0.024695692,92.44027086,
TB Test,TB Skin Test Placement- LCHD,477,0.024695692,92.46496655,
Phone Encounter,CD - STD Test Results,476,0.024643919,92.48961047,
Admit Note,Blank Note,476,0.024643919,92.51425438,
ST Eval,CCHD STD Encounter - Form 2808,473,0.0244886,92.53874298,
Progress Note,Referral Follow-Up,470,0.024333281,92.56307627,
Progress Note,Animal Bite Follow-up SCHD,464,0.024022643,92.58709891,
Progress Note,TB Skin Test Reading Visit,464,0.024022643,92.61112155,
Progress Note,TB Epi Record Part 1.HCDPH,457,0.023660233,92.63478178,
Progress Note,FP-Pregnancy Test 4140,454,0.023504914,92.6582867,
Progress Note,CH-Well Child 5-6yrs.,454,0.023504914,92.68179161,
Admit Note,FP-Revisit Depo or BCP Refill,453,0.023453141,92.70524475,
Maternity Initial Visit,MH - Initial Visit,452,0.023401368,92.72864612,
Progress Note,Controlled Substance Visit,451,0.023349595,92.75199572,
Progress Note,STI Screening Note,450,0.023297822,92.77529354,
Progress Note,FP - IUD Insertion Flow Sheet,448,0.023194276,92.79848782,
Progress Note,PC - New Adult Office Visit,447,0.023142503,92.82163032,
Progress Note,PP Homevisit Note,444,0.022987185,92.8446175,
Progress Note,BF Well Child 15-21 Years,440,0.022780093,92.8673976,
MD Progress,FN Outpatient Dr.Carlton,439,0.02272832,92.89012592,
Progress Note,Preg Test 4140,438,0.022676547,92.91280246,
MH Note,Behavioral Health Note,436,0.022573001,92.93537547,
Admit Note,SCHD PNR-Provider,434,0.022469455,92.95784492,
Progress Note,Pregnancy Test Form,433,0.022417682,92.9802626,
FP History ,FP SCHD Female Health Hx,432,0.022365909,93.00262851,
Progress Note,Colposcopy Note,431,0.022314136,93.02494265,
Progress Note,STI Treatment Short Note,431,0.022314136,93.04725678,
Progress Note,CHPE 18 MO - 2 1/2 YRS,430,0.022262364,93.06951915,
Progress Note,BF Well Child 11-14 Years,429,0.022210591,93.09172974,
Progress Note,Z FP Female PE HCDPH,426,0.022055272,93.11378501,
CCM,CCM PHARM,426,0.022055272,93.13584028,
Progress Note,Home Visit - Newborn,425,0.022003499,93.15784378,
Progress Note,z-Pregnancy Test Note,423,0.021899953,93.17974373,
Progress Note,MH-NST ONLY.HCDPH,420,0.021744634,93.20148837,
Progress Note,Nurse visit,417,0.021589315,93.22307768,
Progress Note,TB Skin Test - WCHD,416,0.021537542,93.24461523,
Pregnancy Test,Pregnancy Test- LCHD,416,0.021537542,93.26615277,
FP History ,FP Female History Form,413,0.021382224,93.28753499,
Progress Note,MH-OB RECORDS,413,0.021382224,93.30891722,
Progress Note,"MNT, Adult, Initial",413,0.021382224,93.33029944,
FP History ,z-FP 4060F - Female Health Hx,413,0.021382224,93.35168166,
Progress Note,TB MED Flow Sheet,412,0.021330451,93.37301211,
MH Intake,ACOG Return Maternity Visit,412,0.021330451,93.39434256,
MH Intake,MH New History,410,0.021226905,93.41556947,
Surgery Note,HCM Procedure Note,410,0.021226905,93.43679637,
Progress Note,BCCCP PE,409,0.021175132,93.45797151,
Progress Note,"MNT, Peds F/u",409,0.021175132,93.47914664,
Phone Encounter,CD - Blank,404,0.020916267,93.5000629,
Progress Note,TB Skin Test  NCHD,404,0.020916267,93.52097917,
Progress Note,CHPE 1 Month,401,0.020760948,93.54174012,
Surgery Note,CP - Procedure Note,399,0.020657402,93.56239752,
Progress Note,TB Epi Record Pt1,395,0.020450311,93.58284783,
Admit Note,zzAdult Care Clinic,395,0.020450311,93.60329814,
Admit Note,APC-WELL WOMAN EXAM,394,0.020398538,93.62369668,
Progress Note,MH New Maternity Provider,391,0.020243219,93.6439399,
STD Treatment,STD Treatment- LCHD,388,0.0200879,93.6640278,
Progress Note,zzzCH-Well Child 11-14yrs,387,0.020036127,93.68406393,
Progress Note,MH-Return OB Maternal Flow,387,0.020036127,93.70410005,
Progress Note,CHPE 2 Months,385,0.019932581,93.72403264,
Progress Note,TB Epi Record,384,0.019880808,93.74391344,
Progress Note,ZBF-Well Child 4 year NEW,384,0.019880808,93.76379425,
Progress Note,FP limited/method/Problem visi,383,0.019829035,93.78362329,
Progress Note,Home Visit - Postnatal,383,0.019829035,93.80345232,
Progress Note,AH Pap-Breast Exam,381,0.01972549,93.82317781,
Admit Note,HCM Progress Note,380,0.019673717,93.84285153,
Progress Note,FP- Female History-Flow 2814F,380,0.019673717,93.86252525,
BCCCP Note,Adult Health,377,0.019518398,93.88204364,
Progress Note,LCSW Note,371,0.01920776,93.9012514,
Progress Note,New Prenatal,371,0.01920776,93.92045916,
Progress Note,FP Education,369,0.019104214,93.93956338,
Progress Note,BCCCP Breast Cancer 2019,366,0.018948895,93.95851227,
Progress Note,Follow-up Note,364,0.01884535,93.97735762,
CH Well Child Check,CCHD CH Well Child Check,364,0.01884535,93.99620297,
Progress Note,TB Skin Test Reading - WCHD,360,0.018638258,94.01484123,
Progress Note,COVID Vaccine,358,0.018534712,94.03337594,
Progress Note,IUD Check,356,0.018431166,94.05180711,
Progress Note,Lab Only - WCHD,356,0.018431166,94.07023827,
Progress Note,MH-PP F/U Note,354,0.01832762,94.08856589,
Progress Note,HCM - HandP,354,0.01832762,94.10689351,
Admit Note,FP PREGNANCY TEST 4140,351,0.018172301,94.12506582,
MH Intake,ACOG Maternity,350,0.018120528,94.14318634,
Progress Note,TB Skin Test Reading NCHD,350,0.018120528,94.16130687,
Progress Note,ZSCHD Pregnany Assessment Form,350,0.018120528,94.1794274,
Progress Note,AH follow-up,348,0.018016983,94.19744438,
Progress Note,FP - Colpo Form,348,0.018016983,94.21546137,
Progress Note,ZBF-Well Child 7-8yrs.,347,0.01796521,94.23342658,
Progress Note,ZBF Well Child 7-8 yrs NEW,345,0.017861664,94.25128824,
H&P Note,APC - Sick/Physical Visit Note,344,0.017809891,94.26909813,
Progress Note,AH  Physical-yellow,344,0.017809891,94.28690802,
Progress Note,SCHD AH Visit Form,341,0.017654572,94.30456259,
Progress Note,HCM Progress Note,340,0.017602799,94.32216539,
Progress Note,BCCCP Follow-up Visit,338,0.017499253,94.33966465,
Progress Note,Hospital Follow Up,337,0.01744748,94.35711213,
Progress Note,TB Epi Record Part 2.HCDPH,336,0.017395707,94.37450783,
Progress Note,AH - Well Woman Exam,334,0.017292161,94.39179999,
Progress Note,Nursing Note,333,0.017240388,94.40904038,
Child Health,BF-Well Child 4yrs.,330,0.01708507,94.42612545,
Progress Note,BF - Well Child 11-14 Year NEW,330,0.01708507,94.44321052,
Admit Note,CO - C-19 Pfz Vaccine-3RD Dose,330,0.01708507,94.46029559,
Progress Note,CHPE 18-21 Years,327,0.016929751,94.47722534,
Progress Note,CH - Well Child 15-21yrs,326,0.016877978,94.49410332,
Progress Note,CHPE 4 Months,325,0.016826205,94.51092953,
BP Check,BP Check,324,0.016774432,94.52770396,
Progress Note,CHPE 6 months,323,0.016722659,94.54442662,
Progress Note,WH - Treatment Note - STD,323,0.016722659,94.56114928,
MH History,MH History- LCHD,323,0.016722659,94.57787194,
Progress Note,County FLU Immunization,323,0.016722659,94.59459459,
Progress Note,MNT Referral Form,322,0.016670886,94.61126548,
Progress Note,MH Initial Physical Exam,321,0.016619113,94.62788459,
Progress Note,ZBF-Well Child 15-21yrs.,321,0.016619113,94.64450371,
Admit Note,WOMENS HEALTH PHYSICAL,321,0.016619113,94.66112282,
Progress Note,BF - WCC 11-14yr Visit,319,0.016515567,94.67763839,
Progress Note,BP Check-Nurse only,317,0.016412021,94.69405041,
Admit Note,Wise Data Entry,315,0.016308476,94.71035888,
Progress Note,Family Planning Physical,313,0.01620493,94.72656381,
Progress Note,TB Medication Orders,313,0.01620493,94.74276874,
Progress Note,Foreign Travel Worksheet - HC,313,0.01620493,94.75897367,
Progress Note,zzzCH-Well Child 5-6yrs.,312,0.016153157,94.77512683,
Progress Note,ZBF-Well Child 9-10yrs.,312,0.016153157,94.79127999,
Progress Note,FP - IUD 4 Week Recheck Note,311,0.016101384,94.80738137,
Progress Note,BF-Well Child 5-6yrs RPM,310,0.016049611,94.82343098,
Progress Note,BF-Well Child 6 Months,309,0.015997838,94.83942882,
BCCCP,BCCCP Assessment and Care Plan,305,0.015790746,94.85521957,
Progress Note,ZBF Well Child 9 to 10 Yrs NEW,303,0.0156872,94.87090677,
Progress Note,BF - Well Child 15-17 Year NEW,302,0.015635427,94.88654219,
Progress Note,zzzCH- Well Child 15-21yrs,300,0.015531882,94.90207408,
Progress Note,CD - HIV/Hep C testing,294,0.015221244,94.91729532,
Progress Note,ZBF Well Child 3 years NEW,293,0.015169471,94.93246479,
Progress Note,CHPE 4 Years,292,0.015117698,94.94758249,
Progress Note,BF-Well Child 4 Months,292,0.015117698,94.96270019,
Progress Note,MH-OB Lab Flow for AGOG Report,291,0.015065925,94.97776611,
Progress Note,"MNT, Initial Pediatric",291,0.015065925,94.99283204,
Progress Note,BF-Well Child 9 Months,289,0.014962379,95.00779442,
Referral,Referral Form,288,0.014910606,95.02270502,
Progress Note,Barton Immunization Note,288,0.014910606,95.03761563,
Progress Note,SCHD TB Screening,288,0.014910606,95.05252623,
Progress Note,Psych-Assessment Note,287,0.014858833,95.06738507,
Progress Note,ZZZFP  2814F female flow sheet,286,0.01480706,95.08219213,
Progress Note,Child Health Exam,285,0.014755287,95.09694742,
Progress Note,CHPE 3 Years,281,0.014548196,95.11149561,
Prenatal Care Plan,MH-Prenatal Care Plan,281,0.014548196,95.12604381,
Progress Note,FP - Problem/Follow Up - WCHD,281,0.014548196,95.140592,
Documentation Consent From,MH - 6 BTL Soap Note,279,0.01444465,95.15503665,
Progress Note,CHPE 9 months,277,0.014341104,95.16937776,
Progress Note,MH - Postpartum Followup Visit,277,0.014341104,95.18371886,
Progress Note,FP Female Flow 2814F Rev 0517,277,0.014341104,95.19805996,
H&P Note,Immunization Note,274,0.014185785,95.21224575,
VLab Report ,Aorta Duplex,273,0.014134012,95.22637976,
Progress Note,MH - New OB Exam,273,0.014134012,95.24051377,
Progress Note,Z-FP Female Hlth Hx/PE 2016,273,0.014134012,95.25464779,
Progress Note,FP - Nexplanon Insertion,272,0.014082239,95.26873003,
Procedure Note,Pill Count,272,0.014082239,95.28281226,
Progress Note,FP IUD/Implant  Visit,271,0.014030466,95.29684273,
Progress Note,New Patient,271,0.014030466,95.3108732,
Progress Note,Medicaid Care Management Comm.,270,0.013978693,95.32485189,
Progress Note,SCHD BCCCP/WW Visit,270,0.013978693,95.33883058,
Progress Note,CH Follow-up,269,0.01392692,95.3527575,
Clinic ,APC-Well Women Exam,268,0.013875147,95.36663265,
Admit Note,WOMEN'S HEALTH PROBLEM,268,0.013875147,95.3805078,
Progress Note,DCHD STD VISIT,267,0.013823375,95.39433117,
Progress Note,PCM note for Cure MD,267,0.013823375,95.40815455,
Progress Note,CH-Well Child 7-8yrs.,266,0.013771602,95.42192615,
Progress Note,Cough,263,0.013616283,95.43554243,
Progress Note,ASTHMA PROGRAM-NATALIE WIGGINS,262,0.01356451,95.44910694,
Family Planning,Pill Pick Up Visit,262,0.01356451,95.46267145,
Progress Note,FP Annual/New Exam,260,0.013460964,95.47613242,
Mat Health Education,Maternal Health Education,260,0.013460964,95.48959338,
Progress Note,CD - TB Monthly Flow Sheet,259,0.013409191,95.50300257,
Progress Note,AH Colposcopy/LEEP,258,0.013357418,95.51635999,
Admin Note,Nurse Triage,255,0.013202099,95.52956209,
Admit Note,STD Template,252,0.01304678,95.54260887,
Admit Note,ZZZBCCCP/WW Data,251,0.012995008,95.55560388,
FP History ,ZZZFP 4060F - Female Health Hx,251,0.012995008,95.56859888,
Progress Note,CO - C-19 Mod Vaccine Bivalent,251,0.012995008,95.58159389,
Progress Note,BH Initial Assessment,251,0.012995008,95.5945889,
Nexplanon,FP Nexplanon Placement- LCHD,250,0.012943235,95.60753213,
Progress Note,Drug Screen,250,0.012943235,95.62047537,
Progress Note,TB Screening Form ,249,0.012891462,95.63336683,
General Note,Barton General Nurse Note,249,0.012891462,95.64625829,
Admit Note,CH-Sports Physical,249,0.012891462,95.65914975,
Admit Note,AH Flow Sheet,248,0.012839689,95.67198944,
Progress Note,Sports/Work Physical,248,0.012839689,95.68482913,
Progress Note,IUD Removal,248,0.012839689,95.69766882,
Progress Note,ZBF Well Child 2 to 5 Days,248,0.012839689,95.71050851,
Progress Note,BCCCP Physical Exam,248,0.012839689,95.7233482,
Progress Note,STD - Encounter Form - Revised,247,0.012787916,95.73613611,
Child Health,BF-Well Child 7-8yrs.,247,0.012787916,95.74892403,
Progress Note,ZBF-Well Child 2 Month -NEW,247,0.012787916,95.76171194,
Progress Note,CH-Well Child 4yrs.,247,0.012787916,95.77449986,
Progress Note,CC - Hospital Visit,247,0.012787916,95.78728778,
